"'Calanus finmarchicus'"	"'Centropages typicus'"	"'Temora longicornis'"	"'Metridia lucens'"	"'Centropages hamatus'"	"'Paraeuchaeta norvegica'"	"'Harpacticoida '"	"'Oithona '"	"'Metridia'"	"'Calanus'"	"'Acartia '"	"'Clausocalanus'"	"'Paracalanus'"	"'Paracalanus or Pseudocalanus '"	"'Pseudocalanus'"
67	1540	0	0	0	0	0	0	0	0	0	0	0	0	0
33.5	0	0	0	0	0	0	0	0	1606.9	0	0	0	0	1606.9
33.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	28857.6	0	0	0	0	0	3213.8	0	9641.5	0	0	0	4820.7	0
1171.7	18479.6	0	0	0	0	0	1540	0	4619.9	0	0	0	1540	0
0	4820.7	0	33.5	0	0	0	26179.3	0	0	9641.5	0	3213.8	9641.5	4820.7
67	36959.1	9239.8	0	0	0	0	9239.8	0	1540	9239.8	0	0	4619.9	56242
67	52358.6	9641.5	200.9	0	0	0	9641.5	9641.5	9641.5	0	0	1606.9	56242	53898.6
200.9	35419.1	9239.8	67	0	0	0	9239.8	0	9239.8	1540	0	0	9239.8	9239.8
100.4	12319.7	3213.8	569.1	0	0	0	9239.8	0	4619.9	3079.9	0	0	3079.9	1540
0	1540	0	200.9	0	0	0	0	0	0	3079.9	0	0	1540	1540
33.5	9641.4	3213.8	200.9	0	0	0	9641.5	0	0	9641.5	0	0	1606.9	0
67	18479.6	0	0	0	0	0	9239.8	0	0	3079.9	0	0	9239.8	3079.9
0	11248.4	0	200.9	0	0	0	9641.5	0	0	0	0	0	9641.5	0
33.5	4619.9	0	0	0	0	0	9239.8	0	0	0	0	0	9239.8	0
67	19283	0	0	0	0	0	4820.7	0	4820.7	0	0	1606.9	9641.5	4820.7
67	30531.4	0	1171.7	0	0	0	9641.5	9641.5	0	9641.5	1606.9	1606.9	3213.8	1606.9
33.5	54635.2	1606.9	1171.7	0	0	0	9641.5	0	0	0	3213.8	4820.7	9641.5	0
200.9	9641.4	0	569.1	0	0	0	1606.9	1606.9	1606.9	0	1606.9	0	9641.5	0
100.4	54635.2	3213.8	33.5	0	0	0	9641.5	9641.5	0	0	1606.9	9641.5	9641.5	4820.7
200.9	19283	0	200.9	0	0	0	0	0	1606.9	0	0	9641.5	9641.5	4820.7
33.5	19283	3213.8	0	0	0	0	1606.9	3213.8	0	0	0	0	9641.5	1606.9
0	12855.3	0	67	0	0	0	9641.5	0	0	0	0	0	3213.8	9641.5
200.9	3213.8	0	200.9	0	0	0	9641.5	0	0	0	1606.9	0	0	0
200.9	12855.3	0	200.9	0	0	0	1606.9	0	0	0	0	0	9641.5	0
67	4820.7	0	569.1	0	0	0	9641.5	9641.5	0	0	0	0	3213.8	0
200.9	9641.5	0	200.9	0	0	0	9641.5	9641.5	0	1606.9	0	0	9641.5	4820.7
200.9	19283	0	200.9	0	0	0	9641.5	0	1606.9	0	3213.8	0	3213.8	3213.8
200.9	12855.3	0	0	0	0	0	9641.5	0	0	0	0	0	4820.7	1606.9
200.9	12855.3	0	33.5	0	0	0	9239.8	0	0	0	0	0	3213.8	1606.9
200.9	19283	0	0	0	0	0	9641.5	0	1606.9	0	3213.8	0	9641.5	4820.7
200.9	8034.5	0	0	0	0	0	9641.5	0	0	0	0	0	9641.5	9641.5
200.9	1606.9	0	33.5	0	0	0	4820.7	0	0	0	0	0	9641.5	4820.7
0	0	0	200.9	0	0	0	1606.9	1606.9	0	0	0	0	0	1606.9
200.9	1606.9	0	200.9	0	0	0	0	0	0	0	0	0	0	1606.9
200.9	4820.7	0	569.1	0	0	0	0	9641.5	0	0	0	0	0	1606.9
67	9641.5	0	1171.7	0	0	0	0	9641.5	0	0	0	0	0	0
569.1	4820.7	0	1171.7	0	0	0	1606.9	1606.9	1606.9	0	0	0	1606.9	0
67	3213.8	0	100.4	0	0	0	0	3213.8	0	0	0	0	0	1606.9
200.9	4820.7	0	100.4	0	0	0	0	3213.8	0	0	0	0	0	3213.8
569.1	3213.8	0	200.9	0	0	0	0	0	0	0	0	0	0	1606.9
2510.8	9641.5	0	100.4	0	0	0	0	0	4820.7	1606.9	0	0	0	4820.7
1171.7	4820.7	0	0	0	0	0	0	0	0	0	0	0	0	9641.5
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	9641.5	9641.5
33.5	0	0	200.9	0	0	0	0	1606.9	3213.8	1606.9	0	0	3213.8	0
200.9	3213.8	0	569.1	0	0	0	1606.9	4820.7	0	1606.9	0	0	3213.8	3213.8
200.9	1606.9	0	1171.7	0	0	0	0	1606.9	0	0	0	0	1606.9	0
200.9	1606.9	0	569.1	0	0	0	0	0	9641.5	0	0	0	0	0
100.4	1606.9	0	569.1	0	0	0	0	0	1606.9	0	0	0	0	0
200.9	0	0	200.9	0	0	0	0	0	1606.9	0	0	0	0	0
200.9	0	0	33.5	0	0	0	0	0	9641.5	0	0	0	0	9641.5
1171.7	1606.9	0	0	0	0	0	0	0	9641.5	0	0	0	0	3213.8
1171.7	0	0	0	0	0	0	0	0	3079.9	0	0	0	0	1606.9
0	0	0	0	0	0	0	0	0	1606.9	0	0	1606.9	0	9641.5
67	0	0	33.5	0	0	0	0	0	0	0	0	9641.5	0	9641.5
569.1	0	0	0	0	0	0	1606.9	0	9641.5	0	0	0	0	9641.5
2510.8	0	0	0	0	0	0	4820.7	0	9641.5	0	0	0	9641.5	9239.8
2510.8	0	0	0	0	0	0	3213.8	0	9641.5	0	0	0	3213.8	3213.8
0	0	0	0	0	0	0	1606.9	0	0	0	0	0	0	9641.5
5356.4	0	0	0	0	0	0	3213.8	0	9239.8	0	0	0	0	3213.8
2510.8	0	0	0	0	0	0	1606.9	0	9641.5	0	0	0	0	4820.7
2510.8	1606.9	0	0	0	0	0	0	1606.9	9239.8	0	0	0	0	9641.5
0	3213.8	0	0	0	0	0	3213.8	0	9641.5	0	0	0	0	1606.9
1171.7	9641.5	0	0	0	0	0	27317.6	0	27317.6	0	0	0	9641.5	9641.5
1171.7	3213.8	0	100.4	0	0	0	9641.5	0	9239.8	0	0	0	3213.8	9641.5
10712.8	9641.5	0	200.9	0	0	0	4820.7	0	120518.6	9641.5	0	0	9641.5	9641.5
569.1	4820.7	0	0	0	0	0	9239.8	0	53898.6	3213.8	0	0	9239.8	9239.8
569.1	0	0	100.4	0	0	0	9641.5	4820.7	257106.4	0	0	1606.9	0	4820.7
1171.7	1606.9	0	100.4	0	0	0	9641.5	0	26179.3	1606.9	0	0	9641.5	0
1171.7	1606.9	0	0	0	0	0	4820.7	0	56242	0	0	0	4820.7	4820.7
1171.7	4820.7	0	33.5	0	0	0	1606.9	0	9239.8	0	0	0	1606.9	3213.8
1171.7	1606.9	0	0	0	0	0	3213.8	3213.8	120518.6	1606.9	0	1606.9	9641.5	1606.9
2510.8	1606.9	0	0	0	0	0	27317.6	0	9239.8	0	0	0	9641.5	4820.7
1171.7	0	0	0	0	0	0	9641.5	0	9641.5	0	0	0	9641.5	9641.5
569.1	0	0	0	0	0	1606.9	9641.5	0	9239.8	1606.9	0	0	9641.5	9641.5
0	0	0	0	0	0	0	9641.5	0	9641.5	0	0	0	1606.9	9641.5
1171.7	0	0	0	0	0	0	9641.5	0	9641.5	0	0	0	27317.6	4820.7
1171.7	0	0	0	9641.5	0	0	3079.9	0	9239.8	0	0	0	26179.3	9239.8
200.9	3213.8	0	67	0	0	0	1606.9	9641.5	56242	0	0	0	9641.5	9641.5
0	0	0	0	0	0	0	27317.6	27317.6	0	1606.9	0	0	56242	56242
2510.8	3213.8	0	200.9	0	0	0	120518.6	56242	1028425.4	0	0	0	120518.6	27317.6
2510.8	0	0	569.1	0	0	0	120518.6	56242	1028425.4	0	0	0	56242	56242
1171.7	0	0	569.1	0	0	0	56242	9641.5	257106.4	1606.9	0	0	27317.6	56242
10712.8	1606.9	0	0	0	0	0	27317.6	0	1028425.4	0	0	0	120518.6	257106.4
10712.8	12855.3	0	0	9641.5	0	0	27317.6	0	1028425.4	9641.5	0	0	514212.7	514212.7
2510.8	1606.9	0	0	9641.5	0	0	9641.5	0	257106.4	0	0	0	257106.4	257106.4
2510.8	1606.9	0	67	9641.5	0	0	27317.6	0	120518.6	0	0	0	120518.6	120518.6
200.9	19283	9641.5	200.9	0	0	0	9239.8	0	9239.8	3079.9	0	0	9239.8	9239.8
200.9	18479.6	9641.5	33.5	0	0	0	9239.8	0	9641.5	1606.9	0	0	56242	9239.8
200.9	19283	3079.9	0	0	0	0	9641.5	0	3079.9	0	0	0	9641.5	0
0	18479.6	1540	0	0	0	0	9239.8	0	0	0	0	0	9239.8	1606.9
67	18479.6	3079.9	0	0	0	0	1606.9	0	0	0	0	0	9641.5	3079.9
33.5	18479.6	0	0	0	0	0	0	0	0	0	0	0	4619.9	0
200.9	18479.6	4619.9	0	0	0	0	0	0	1540	0	0	0	9239.8	0
0	19283	3213.8	0	0	0	0	9641.5	0	0	3213.8	0	0	3213.8	0
200.9	18479.6	0	0	0	0	0	4619.9	0	0	1540	0	0	0	0
200.9	19283	4820.7	0	0	0	0	9641.5	0	3213.8	4820.7	0	1606.9	9641.5	0
200.9	18479.6	9239.8	0	0	0	0	9239.8	0	4619.9	9239.8	0	0	9239.8	9239.8
100.4	6427.6	9641.5	0	0	0	0	9641.5	0	0	0	0	0	4820.7	1606.9
33.5	12319.7	0	0	0	0	0	3079.9	0	0	1540	0	0	1540	0
200.9	19283	0	1171.7	0	0	0	9641.5	4820.7	1606.9	0	0	4820.7	27317.6	0
200.9	52358.6	4619.9	1171.7	0	0	0	26179.3	9239.8	0	9239.8	0	3079.9	26179.3	9239.8
100.4	36959.1	0	200.9	0	0	0	9641.5	9641.5	0	0	0	1606.9	27317.6	0
33.5	52358.6	4619.9	569.1	0	0	0	9239.8	0	0	0	0	0	9239.8	9239.8
569.1	36959.1	1606.9	2510.8	0	0	0	9641.5	3213.8	3213.8	9641.5	0	9641.5	9641.5	4820.7
569.1	63138.4	1540	2510.8	0	0	0	9239.8	0	0	0	0	0	9239.8	9239.8
67	36959.1	0	67	0	0	0	9641.5	3213.8	0	1606.9	0	3213.8	27317.6	0
569.1	35419.1	0	0	0	0	0	0	0	0	1540	0	0	1540	3079.9
200.9	19283	1606.9	33.5	0	0	0	9641.5	0	1606.9	0	0	0	9641.5	0
200.9	80077.9	9239.8	0	0	0	0	9239.8	0	0	0	0	0	9239.8	4619.9
0	12855.3	0	0	0	0	0	1606.9	0	1606.9	0	0	1606.9	9641.5	4820.7
200.9	18479.6	3079.9	200.9	0	0	0	0	0	0	0	0	3079.9	4619.9	3079.9
200.9	12855.3	1606.9	200.9	0	0	0	9641.5	4820.7	0	0	0	9641.5	27317.6	1606.9
200.9	19283	0	200.9	0	67	0	9239.8	1540	0	1540	0	9239.8	27318	9239.8
33.5	18479.6	1606.9	569.1	0	0	0	9641.5	0	1606.9	3213.8	0	9641.5	9641.5	4820.7
100.4	18881.3	0	200.9	0	200.9	0	1540	0	0	1540	0	0	4619.9	0
0	4820.7	0	33.5	0	0	0	9641.5	0	0	0	0	0	4820.7	0
0	18479.6	0	0	0	0	0	9239.8	0	0	0	0	1540	0	0
0	12855.3	0	0	0	0	0	1606.9	0	0	0	0	0	1606.9	1606.9
0	10779.8	0	0	0	0	0	0	0	0	0	0	0	0	0
0	9641.5	1606.9	0	1606.9	0	0	9641.5	0	0	0	0	0	4820.7	3213.8
0	10545.4	0	0	0	0	0	1506.5	0	0	0	0	1506.5	3013	0
0	0	0	0	0	0	0	1506.5	0	0	0	0	1506.5	0	1506.5
0	12855.3	0	33.5	0	0	0	3213.8	0	0	0	1606.9	1606.9	9641.5	0
0	11248.4	1606.9	67	0	0	0	0	1606.9	0	0	0	0	1606.9	0
0	4519.5	0	33.5	0	0	0	9038.9	0	0	0	0	0	9038.9	0
0	13558.4	0	0	0	0	0	3013	0	0	0	0	9038.9	0	1506.5
0	9038.9	0	0	0	0	0	1506.5	0	0	0	0	0	4519.5	1506.5
0	19998	0	0	0	0	0	0	0	0	0	0	1506.5	0	0
0	6026	0	0	0	0	0	1506.5	0	0	0	0	0	3013	0
0	3013	0	0	0	0	0	3013	0	0	0	0	0	0	0
0	6026	0	0	0	0	0	0	0	0	0	0	0	4519.5	0
67	6026	0	200.9	0	0	0	0	0	0	0	0	0	1506.5	4519.5
33.5	3013	0	200.9	0	0	0	4519.5	0	0	0	0	0	0	0
33.5	3013	0	569.1	0	0	0	0	0	0	0	0	0	1506.5	0
0	4519.5	0	569.1	0	0	0	0	0	0	0	0	1506.5	1506.5	0
67	0	0	67	0	0	0	0	0	0	0	0	0	1506.5	1506.5
0	3013	0	0	0	0	0	4519.5	0	0	0	0	0	0	0
33.5	0	0	0	0	0	0	1506.5	0	0	0	0	0	0	0
33.5	1506.5	0	0	0	0	0	9038.9	0	0	0	0	0	0	0
0	3013	0	0	0	0	0	9038.9	0	0	0	0	0	0	0
0	4519.5	0	0	0	0	0	3013	0	3013	0	0	0	0	0
67	6026	1506.5	100.4	0	0	0	3013	0	0	0	0	0	1506.5	1506.5
0	0	0	0	0	0	0	1506.5	0	0	0	0	0	0	1506.5
0	19998	0	0	0	0	0	0	0	0	0	0	0	0	1606.9
0	0	0	0	0	0	0	0	0	1506.5	0	0	0	3013	0
200.9	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
33.5	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1506.5	0	0	0	0	0
33.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3013	0	1506.5	0	0	0	3013	0
100.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33.5	0	0	0	0	0	0	0	0	1606.9	0	0	0	3213.8	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100.4	0	0	0	0	67	0	3079.9	0	0	0	0	0	0	0
200.9	0	0	100.4	0	0	0	0	0	9641.5	0	0	0	0	0
33.5	0	0	67	0	67	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	9641.5	0	0	0	0	0
200.9	0	0	33.5	0	0	0	1540	0	3079.9	0	0	0	0	0
569.1	0	0	0	0	0	0	1606.9	0	9641.5	0	0	0	3213.8	1606.9
5356.4	1540	0	200.9	0	0	0	0	0	9239.8	0	0	0	0	0
2510.8	0	0	0	0	0	0	1606.9	0	56242	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	9641.5	0	0	0	0	1606.9
569.1	0	0	0	0	0	0	0	0	27317.6	0	0	0	0	1606.9
5356.4	0	0	0	0	200.9	0	0	0	26179.3	0	0	0	0	0
1171.7	0	0	33.5	0	33.5	0	0	1606.9	56242	0	0	0	0	0
1171.7	0	0	33.5	0	0	0	0	0	115497	0	0	0	9239.8	0
67	3079.9	3079.9	0	0	0	0	1540	9239.8	9239.8	0	0	0	0	1540
25610.2	0	0	0	0	0	0	4519.5	0	1506.5	0	0	0	25610.2	4519.5
52726.9	0	0	3013	0	0	0	9038.9	0	3013	0	0	1506.5	9038.9	9038.9
112986.2	0	0	9038.9	0	0	0	1506.5	0	3013	0	1506.5	0	4519.5	1506.5
482074.4	0	0	25610.2	0	0	0	1506.5	0	3013	0	0	3013	0	1506.5
1928297.6	0	0	241037.2	0	1506.5	0	0	0	9038.9	0	0	0	1506.5	0
482074.4	0	0	9038.9	0	1506.5	0	1506.5	0	3013	0	0	0	0	1506.5
482074.4	0	0	0	0	0	0	0	0	4519.5	0	0	0	0	1506.5
482074.4	0	0	0	0	0	0	0	0	4519.5	0	0	0	0	0
1928297.6	0	0	0	0	0	0	1506.5	0	9038.9	0	0	0	0	1506.5
964148.8	0	0	0	0	0	0	1506.5	0	9239.8	0	0	0	1506.5	1506.5
52726.9	0	0	1506.5	0	0	0	9038.9	0	257106.4	9038.9	0	0	3013	0
200.9	1540	0	0	0	0	0	0	0	0	0	0	0	0	1540
33.5	0	4820.7	33.5	0	0	0	1606.9	0	9641.5	1606.9	0	0	9641.5	9641.5
2510.8	3079.9	1540	0	0	0	0	9239.8	0	26179.3	9239.8	0	0	9239.8	9239.8
1171.7	11248.4	0	33.5	0	0	0	9641.5	1606.9	257106.4	1606.9	0	0	9641.5	3213.8
1171.7	18479.6	0	569.1	0	200.9	0	9239.8	0	246393.6	0	0	1540	9239.8	0
569.1	4820.7	1606.9	67	0	0	0	3213.8	0	120518.6	3213.8	0	3213.8	9641.5	0
569.1	4619.9	0	33.5	0	67	0	1540	0	53898.6	4619.9	0	0	0	0
0	6427.6	0	0	0	0	0	1606.9	0	27317.6	0	0	0	0	0
200.9	13859.7	1540	33.5	0	0	0	0	3079.9	53898.6	0	0	0	1540	0
569.1	1606.9	1606.9	0	0	0	0	3213.8	0	120518.6	0	0	0	4820.7	1606.9
67	10779.8	3079.9	0	0	0	0	0	0	0	0	0	0	9239.8	26179.3
569.1	14462.2	9641.5	0	0	0	0	4820.7	1606.9	9641.5	0	0	1606.9	9641.5	27317.6
100.4	3079.9	0	0	0	0	0	1540	0	9239.8	0	0	0	1540	0
1171.7	12855.3	0	0	0	0	0	9641.5	0	1606.9	0	0	3213.8	9641.5	0
1171.7	52358.6	0	67	0	67	0	9239.8	0	26179.3	9239.8	0	9239.8	9239.8	9239.8
42851.1	176760.6	3213.8	100.4	0	33.5	0	9641.5	0	27317.6	9641.5	0	4820.7	27317.6	9641.5
21425.5	74855.5	4318.6	0	0	0	1439.5	8637.2	0	8637.2	4318.6	0	8637.2	24472	8637.2
200.9	18479.6	0	0	0	0	0	4619.9	0	0	0	0	3079.9	9239.8	1540
2510.8	112484	1606.9	0	0	0	0	0	0	9641.5	0	0	1606.9	9641.5	0
200.9	52358.6	0	0	0	0	0	9239.8	0	9239.8	0	0	9239.8	26179.3	9239.8
21425.5	11248.4	1606.9	0	0	0	0	0	0	9641.5	0	0	0	9641.5	27317.6
200.9	13859.7	0	0	0	0	0	4619.9	0	0	0	0	0	0	1540
67	3213.8	0	0	0	0	0	0	0	3213.8	0	0	0	3213.8	3213.8
569.1	63138.4	1540	0	0	0	0	4619.9	0	0	0	0	1540	1540	3079.9
0	12855.3	0	0	0	0	0	0	0	0	0	0	0	9641.5	1606.9
569.1	29259.2	0	0	0	0	0	0	0	0	0	0	1540	1540	1540
33.5	36959.1	0	0	0	0	0	0	0	1540	0	0	1606.9	3213.8	0
67	107797.2	0	0	0	0	0	53898.6	0	0	1540	0	0	9239.8	9239.8
100.4	147836.2	0	33.5	0	0	0	56242	0	0	0	0	9641.5	56242	9641.5
33.5	13859.7	1540	0	0	0	0	3079.9	0	0	0	0	0	9239.8	9239.8
0	4820.7	1606.9	0	0	0	0	4820.7	0	0	0	0	0	0	0
200.9	26179.3	1540	0	0	33.5	0	9239.8	0	0	0	0	0	0	4619.9
33.5	35419.1	0	0	0	0	0	0	0	0	0	0	0	1540	0
0	19283	0	0	0	0	0	0	0	0	0	0	1606.9	0	0
200.9	35419.1	0	0	0	0	0	0	0	0	3079.9	0	1540	0	1540
33.5	36959.1	0	0	0	0	0	0	0	0	0	0	0	3213.8	0
569.1	230994	0	0	0	0	0	9239.8	0	0	0	0	1540	9239.8	9239.8
67	130160.1	0	0	0	0	0	3213.8	0	1606.9	0	0	9641.5	27317.6	3213.8
569.1	300292.2	9239.8	0	0	0	0	9239.8	0	9239.8	1540	0	0	26179.3	9239.8
100.4	65883.5	1606.9	0	0	0	0	3213.8	0	9641.5	0	0	3213.8	9641.5	0
569.1	169395.6	0	33.5	0	0	0	9239.8	0	9239.8	0	0	9239.8	9239.8	9239.8
200.9	241037.2	3213.8	33.5	0	0	0	9641.5	0	9641.5	0	0	9641.5	27317.6	1606.9
0	4519.5	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1506.5	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
0	0	0	33.5	0	0	0	0	0	0	0	0	1506.5	0	0
67	19998	0	67	0	0	0	9038.9	0	0	0	0	0	0	0
33.5	2879	0	67	0	0	0	8637.2	0	0	0	0	0	1439.5	0
67	28790.6	0	33.5	0	0	0	8637.2	0	0	0	0	8637.2	8637.2	0
100.4	59020.7	0	200.9	0	0	0	24472	1439.5	1439.5	0	1439.5	4318.6	1439.5	0
200.9	8637.2	0	100.4	0	0	0	8637.2	0	0	0	1439.5	2879.1	1439.5	0
200.9	7119.9	0	200.9	0	0	0	1439.5	0	0	0	1439.5	0	0	0
200.9	0	0	200.9	0	0	0	8637.2	0	0	0	0	0	8637.2	0
67	3013	0	67	0	0	0	0	0	0	0	0	0	0	3013
0	11516.3	0	0	0	0	0	2879.1	0	0	0	1439.5	1439.5	1439.5	0
200.9	1439.5	0	200.9	0	0	0	1439.5	0	0	0	0	1439.5	0	4318.6
200.9	8637.2	0	569.1	0	0	0	4318.6	1439.5	1439.5	0	0	2879.1	1439.5	4318.6
67	4318.6	0	1171.7	0	0	0	1439.5	0	1439.5	0	0	2879.1	1439.5	0
200.9	5758.2	0	569.1	0	0	0	8637.2	0	0	0	0	1439.5	1439.5	1439.5
200.9	2879	0	569.1	0	0	0	1439.5	0	0	0	2879.1	0	2879.1	0
200.9	11516.3	0	569.1	0	0	0	8637.2	0	1439.5	0	1439.5	1439.5	8637.2	0
569.1	6026	0	569.1	0	33.5	0	0	0	0	0	0	0	0	0
200.9	2879.1	0	1171.7	0	33.5	0	0	0	0	0	0	0	0	1439.5
200.9	4519.5	0	569.1	0	0	0	4519.5	0	0	0	0	0	1506.5	0
200.9	0	0	569.1	0	33.5	0	4318.6	0	1439.5	0	0	1439.5	0	0
100.4	10076.7	0	200.9	0	0	0	0	0	0	0	0	0	0	1439.5
200.9	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	1171.7	0	0	0	9038.9	1506.5	1506.5	0	0	0	3013	0
200.9	4519.5	1506.5	1171.7	0	0	0	9038.9	1506.5	4519.5	0	0	0	0	3013
200.9	5479.5	0	1171.7	0	33.5	0	9038.9	0	0	0	0	0	4519.5	3013
569.1	6026	0	1171.7	0	0	0	9038.9	0	0	0	0	0	3013	1506.5
1171.7	4519.5	0	1171.7	0	0	0	3013	0	1506.5	0	0	1506.5	0	0
569.1	0	0	569.1	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
569.1	1506.5	0	33.5	0	0	0	0	0	0	0	0	0	0	0
569.1	1506.5	0	0	0	0	0	0	0	0	0	0	0	0	0
569.1	1506.5	0	0	0	0	0	0	0	0	0	0	0	1506.5	0
100.4	0	0	33.5	0	0	0	0	0	0	0	0	0	1506.5	0
200.9	0	0	569.1	0	0	0	0	0	0	0	0	0	1506.5	0
569.1	0	0	569.1	0	0	0	0	0	0	0	0	0	1506.5	0
569.1	0	0	569.1	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	569.1	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
569.1	1506.5	0	200.9	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	0	0	0	0	1506.5	0	0	0	0	0	0	0
569.1	0	0	33.5	0	0	0	0	0	1506.5	0	0	0	0	0
569.1	0	0	33.5	0	0	0	1506.5	0	0	1506.5	0	0	0	0
0	0	0	33.5	0	0	0	4519.5	0	0	0	0	0	0	0
569.1	0	1506.5	200.9	0	0	0	3013	0	4519.5	0	0	0	4519.5	4519.5
569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1506.5
1171.7	0	0	0	0	67	0	0	0	1506.5	0	0	0	0	0
569.1	0	0	200.9	0	0	0	0	0	1506.5	0	0	0	0	0
200.9	0	0	200.9	0	0	0	0	0	3013	0	0	0	0	0
569.1	1506.5	0	200.9	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	569.1	0	0	0	0	0	9038.9	0	0	0	1506.5	0
2510.8	0	0	1171.7	0	0	0	0	0	25610.2	0	0	0	0	0
2510.8	1506.5	0	1171.7	0	0	0	3013	0	25610.2	0	0	0	4519.5	0
67	0	0	0	0	0	0	0	0	0	0	0	0	3213.8	9641.5
200.9	0	0	0	0	0	0	3013	0	1506.5	0	0	0	1506.5	0
200.9	0	0	0	0	0	0	0	0	4619.9	0	0	0	1506.5	0
67	0	3013	0	0	0	0	0	0	9641.5	0	0	0	1506.5	3013
200.9	0	0	0	0	0	0	1506.5	0	4619.9	0	0	0	0	0
200.9	0	1506.5	0	0	0	0	3013	0	3213.8	0	0	0	3013	0
569.1	1506.5	0	0	0	0	0	1506.5	0	4619.9	0	0	0	1506.5	0
200.9	4519.5	0	0	0	0	0	1606.9	0	4820.7	0	0	0	3013	0
200.9	1506.5	0	0	0	0	0	0	0	4619.9	0	0	0	3013	3013
569.1	0	0	0	0	0	0	3013	0	9641.5	0	0	0	0	3013
5356.4	0	0	0	0	0	0	0	0	9239.8	0	0	0	1506.5	3079.9
200.9	0	1540	33.5	0	0	0	0	0	0	0	0	0	3079.9	1540
569.1	1606.9	3213.8	0	0	0	0	3213.8	0	4820.7	0	0	0	4820.7	4820.7
1171.7	1540	3079.9	0	0	0	0	1540	0	4619.9	0	0	0	3079.9	3079.9
569.1	1606.9	0	0	0	0	0	0	0	1606.9	0	0	0	1606.9	0
2510.8	0	0	0	0	0	0	0	0	3079.9	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	1606.9	0	0	0	0	0
10712.8	6159.8	0	0	0	100.4	0	0	3079.9	9239.8	0	0	0	3079.9	0
10712.8	1606.9	0	67	0	0	0	0	3213.8	9641.5	0	0	0	1606.9	0
10712.8	0	0	100.4	0	33.5	0	0	0	9239.8	0	0	0	3079.9	3079.9
10712.8	6427.6	0	200.9	0	0	0	0	3213.8	9641.5	0	0	0	3213.8	1606.9
1171.7	0	0	0	0	0	0	0	0	4619.9	0	0	0	0	3079.9
200.9	1606.9	0	0	0	0	0	0	0	4820.7	0	0	0	1606.9	0
569.1	0	4820.7	0	1506.5	0	0	1506.5	0	3013	3013	0	0	9641.5	9641.5
5356.4	0	3013	0	0	0	0	0	0	4619.9	0	0	0	9239.8	9239.8
10712.8	0	1606.9	0	0	0	0	0	0	0	0	0	0	1606.9	3213.8
21425.5	0	1506.5	0	0	0	0	0	0	0	0	0	0	1506.5	0
42851.1	0	0	0	0	0	0	0	0	0	0	0	0	3013	1506.5
85702.1	0	0	0	0	0	0	0	0	3013	0	0	0	0	3013
42851.1	0	0	0	0	0	0	0	0	0	0	0	0	3013	1540
85702.1	0	0	0	0	0	0	0	0	3013	0	0	0	0	3013
85702.1	0	0	0	0	100.4	0	0	0	3013	0	0	0	0	3013
42851.1	1506.5	0	1171.7	0	67	0	4820.7	0	9641.5	0	0	0	4820.7	3013
21425.5	4619.9	9239.8	10712.8	1506.5	67	0	3013	9239.8	9239.8	0	0	0	9239.8	9239.8
200.9	0	3013	0	0	0	0	3013	1506.5	0	0	0	0	25610.2	4619.9
200.9	0	3013	33.5	0	0	0	1506.5	0	0	0	0	0	4820.7	3213.8
67	0	0	0	0	0	0	0	0	0	0	0	0	3013	3013
2510.8	0	0	0	0	0	0	0	0	3013	0	0	0	1506.5	1506.5
569.1	0	0	0	0	0	0	0	0	4820.7	0	0	0	0	3013
1171.7	0	0	0	0	0	0	0	0	4619.9	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	4820.7	0	0	0	0	0
