"'Calanus finmarchicus'"	"'Centropages typicus'"	"'Temora longicornis'"	"'Metridia lucens'"	"'Centropages hamatus'"	"'Paraeuchaeta norvegica'"	"'Harpacticoida '"	"'Oithona '"	"'Metridia'"	"'Calanus'"	"'Acartia '"	"'Clausocalanus'"	"'Paracalanus'"	"'Paracalanus or Pseudocalanus '"	"'Pseudocalanus'"
569.1	0	0	0	0	0	0	0	0	9039.8	0	0	0	0	0
21425.5	0	0	0	0	0	0	0	0	9039.8	0	0	0	0	0
10712.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21425.5	0	0	0	0	33.5	0	0	0	1506.6	0	0	0	0	0
85702.1	0	0	0	0	0	0	0	0	9039.8	0	0	0	0	0
10712.8	0	0	0	0	0	0	0	0	52732.2	0	0	0	0	4519.9
10712.8	0	0	0	0	200.9	0	1506.6	0	9039.8	0	0	0	0	3013.3
569.1	0	0	0	0	33.5	0	4519.9	0	9039.8	9039.8	0	0	3013.3	3013.3
5356.4	0	0	0	0	0	0	0	0	25612.8	0	0	0	0	3013.3
1171.7	0	0	0	0	0	0	25612.8	0	0	4519.9	0	0	25612.8	25612.8
1171.7	0	1506.6	0	0	1506.6	0	9039.8	0	9039.8	9039.8	0	0	9039.8	0
42851.1	0	0	0	0	200.9	0	0	0	3013.3	1506.6	0	0	0	0
5356.4	0	0	0	0	33.5	0	0	0	0	0	0	0	0	1506.6
42851.1	0	0	569.1	0	0	0	0	0	0	1506.6	0	0	0	1506.6
10712.8	0	0	0	0	0	0	0	0	0	1506.6	0	0	0	3013.3
42851.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10712.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21425.5	0	0	0	0	0	0	0	0	9039.8	0	0	0	0	1506.6
10712.8	0	0	0	0	0	0	4519.9	0	25612.8	0	0	0	25612.8	25612.8
2510.8	0	0	0	0	0	0	9039.8	0	9039.8	0	0	0	25612.8	25612.8
5356.4	0	0	0	0	0	0	0	0	23334	1372.6	0	0	2745.2	23334
10712.8	0	0	0	0	0	0	0	0	23334	1372.6	0	0	0	1372.6
1171.7	0	0	0	0	200.9	0	0	0	48040.5	0	0	1372.6	0	1372.6
1171.7	0	0	0	0	0	0	0	0	8235.5	0	0	0	0	0
5356.4	0	0	0	0	0	0	0	0	23334	0	0	0	0	1372.6
21425.5	0	0	0	0	100.4	0	0	0	8235.5	0	0	0	0	1372.6
1171.7	0	0	0	0	0	0	0	0	23334	0	0	0	0	1372.6
569.1	0	0	0	0	0	0	0	0	8235.5	0	0	0	1372.6	0
2510.8	0	0	0	0	0	0	1372.6	0	4117.8	0	0	0	0	0
1171.7	0	0	0	0	0	0	0	0	8235.5	0	0	0	0	1372.6
200.9	0	0	33.5	0	0	0	8235.5	0	1372.6	0	0	0	1372.6	1372.6
33.5	0	0	0	0	0	0	0	0	0	0	0	0	8235.5	23334
1171.7	0	0	0	0	0	0	3013.3	0	25612.8	0	0	0	9039.8	9039.8
5356.4	0	0	0	0	0	0	1506.6	0	25612.8	0	0	0	3013.3	1506.6
5356.4	0	0	0	0	0	0	0	0	52732.2	0	0	0	1506.6	0
5356.4	0	0	0	0	0	0	0	0	25612.8	1506.6	0	0	0	1506.6
569.1	0	0	0	0	0	0	9039.8	0	3013.3	0	0	0	1506.6	0
200.9	0	0	0	0	0	0	0	0	4519.9	3013.3	0	0	3013.3	1506.6
0	1506.6	0	0	0	0	0	1506.8	0	0	0	0	9039.8	0	0
569.1	1506.6	0	0	0	0	0	1506.6	0	0	3013.3	0	0	0	3013.3
10712.8	0	0	0	0	0	0	0	0	1506.6	0	0	0	0	3013.3
5356.4	0	0	0	0	0	0	0	0	4519.9	0	0	0	0	0
0	1807.6	0	0	0	0	0	1807.6	0	0	0	0	3615.3	1807.6	0
0	3615.3	0	0	0	0	0	0	0	0	0	0	3615.8	3615.3	0
0	10845.8	0	0	0	0	0	3615.3	0	0	0	0	10845.8	0	0
200.9	1807.6	0	0	0	0	0	0	0	0	0	0	1807.6	0	0
1171.7	10845.8	0	0	0	0	0	0	0	1807.6	0	0	1807.6	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1807	0	0
2510.8	1807.6	0	0	0	0	0	0	0	0	0	0	0	0	0
5356.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	3615.3	0	1807.6	0	0	1807.6	1807.6	0
0	1807.6	0	0	0	0	0	10845.8	0	1807.6	0	0	0	10845.8	1807.6
200.9	9039.8	0	0	0	0	0	4519.9	0	0	0	0	0	0	4519.9
1171.7	9039.8	0	0	0	0	0	1506.6	0	0	0	0	0	0	9039.8
2510.8	9039.8	0	0	0	201	0	1506.6	0	4519.9	0	0	0	9039.8	0
2510.8	4519.9	0	0	0	33.5	0	0	0	3013.3	0	0	0	25612.8	0
5356.4	0	0	0	0	0	0	0	0	3013.3	0	1506.6	0	9039.8	0
5356.4	3013.3	0	1506.6	0	67	0	0	0	1506.6	3013.3	0	0	9039.8	0
2510.8	9039.8	0	0	0	0	0	1506.6	0	0	0	9039.8	0	9039.8	0
1171.7	1506.6	0	0	0	33.5	0	0	0	1506.6	0	0	0	1506.6	1506.6
200.9	0	0	0	0	0	0	0	0	0	0	1506.6	0	1506.6	0
569.1	25612.8	0	0	0	0	0	0	0	112997.5	0	0	0	9039.8	3013.3
1171.7	9039.8	0	0	0	0	0	0	0	25612.8	0	0	0	9039.8	0
67	9039.8	0	0	0	0	0	4519.9	0	1506.6	0	0	25612.8	0	0
569.1	0	0	67	0	0	0	0	0	0	0	0	0	0	0
2510.8	1506.6	0	200.9	0	0	0	0	0	0	0	0	1506.6	0	0
569.1	1506.6	0	200.9	0	67	0	0	0	0	0	0	1506.6	0	0
1171.7	1506.6	0	200.9	0	0	0	0	0	0	0	0	0	0	0
0	1506.6	0	0	0	0	0	1506.6	0	0	0	0	1506.6	0	0
200.9	1506.6	0	0	0	0	0	1506.6	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1506.6	0	0
569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
569.1	4519.9	0	0	0	0	0	0	0	4519.9	0	0	1506.6	0	1506.6
0	1506.6	0	0	0	0	0	0	0	0	0	0	0	0	0
200.9	3013.3	0	0	0	0	0	0	0	1506.6	0	0	1506.6	0	9039.8
569.1	9039.8	0	67	0	0	0	0	0	0	0	0	9039.8	9039.8	0
200.9	3013.3	0	0	0	0	0	0	0	0	0	0	0	3013.3	0
200.9	0	0	100.4	0	0	0	0	0	0	0	0	0	3013.3	0
200.9	1506.6	0	0	0	0	0	0	0	0	0	0	0	1506.6	3013.3
200.9	0	0	200.9	0	33.5	0	0	0	0	0	0	0	0	0
569.1	1506.6	0	200.9	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
200.9	1506.6	0	0	0	0	0	0	0	0	0	0	3013.3	0	0
100.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1506.6
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	5021.6	0	33.5	0	0	0	1673.9	0	0	0	0	0	3347.7	0
569.1	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	33.5	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	0	0	0	0	1673.9	0	0	0	0	0	0	0
200.9	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
569.1	1673.9	0	0	0	0	0	0	0	0	0	0	0	0	0
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1673.9
200.9	0	1673.9	33.5	0	0	0	0	1673.9	0	0	0	0	1673.9	1673.9
33.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	33.5	0	0	0	0	0	0	0	0	0	0	1372.6
67	0	0	569.1	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	0	0	0	0	1372.6	0	0	0	0	0	0	0
67	0	0	0	0	0	0	0	0	1372.6	0	0	0	0	0
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	0	0	0	0	1372.6	0	1372.6	0	0	0	0	0
100.4	0	0	0	0	0	0	0	0	1372.6	0	0	0	0	0
33.5	0	0	0	0	0	0	0	0	4117.7	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	10043.2	0	0	0	1673.9	0
569.1	0	0	33.5	0	0	0	0	0	58585.4	0	0	0	10043.2	0
200.9	0	0	0	0	0	0	0	0	1673.9	0	0	0	0	0
569.1	0	0	67	0	0	0	0	0	5021.6	0	0	0	0	0
1171.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	0	0	0	0	1673.9	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	1673.9	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	4519.5	0	0	0	0	52726.9
569.1	0	0	0	0	0	0	0	0	25610.2	0	0	0	0	9038.9
569.1	0	0	0	0	0	0	0	0	112986.2	0	0	0	0	4519.5
2510.8	0	0	0	0	0	0	1506.5	0	9038.9	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	4519.5	0	0	0	0	0
1171.7	0	0	0	0	0	0	0	0	112986.2	0	0	0	0	0
569.1	0	0	0	0	0	0	25610.2	0	482074.4	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	112986.2	0	0	0	0	0
5356.4	0	0	0	0	0	0	0	0	241037.2	0	0	0	0	1506.5
2510.8	0	0	0	0	0	0	3013	0	482074.4	0	0	0	9038.9	9038.9
569.1	0	0	0	0	0	0	25610.2	0	482074.4	0	0	0	9038.9	25610.2
0	0	28455.8	0	0	0	0	3347.7	0	10043.2	1673.9	0	0	1673.9	0
10712.8	0	0	0	0	0	0	1673.9	0	10043.2	3347.7	0	0	0	0
42851.1	0	0	1171.7	0	0	0	0	0	58585.4	0	0	0	1673.9	0
10712.8	0	0	0	0	33.5	0	0	0	10043.2	0	0	0	0	1673.9
10712.8	0	0	0	0	0	0	0	0	0	0	0	0	0	1673.9
21425.5	0	0	0	0	0	0	0	0	5021.6	0	0	0	0	1673.9
42851.1	0	0	0	0	0	0	0	0	1673.9	0	0	0	0	5021.6
10712.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10712.8	0	0	0	0	0	0	0	0	10043.2	0	0	0	5021.6	1673.9
2510.8	10043.2	0	0	0	0	0	3347.7	0	28455.8	0	0	0	0	58585.4
569.1	0	3347.7	0	0	0	0	3347.7	0	28455.8	0	0	0	28455.8	58585.4
200.9	10043.2	0	0	0	0	0	0	0	5021.6	0	0	0	10043.2	5021.6
1171.7	0	0	0	0	0	0	1673.9	0	58585.4	0	0	1673.9	28455.8	10043.2
5356.4	0	0	0	0	0	0	1673.9	0	10043.2	0	0	1673.9	0	1673.9
1171.7	0	0	0	0	0	0	3347.7	0	28455.8	0	0	0	0	3347.7
2510.8	0	0	0	0	0	0	1673.9	0	28455.8	0	0	0	0	1673.9
21425.5	0	0	0	0	0	0	0	0	28455.8	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	10043.2	0	0	0	0	0
42851.1	0	0	0	0	0	0	0	0	125540.2	0	0	0	1673.9	0
2510.8	0	0	0	0	0	0	5021.6	0	5021.6	1673.9	0	0	0	0
85702.1	0	0	0	0	0	0	0	0	28455.8	0	0	0	0	0
42851.1	0	0	0	0	0	0	0	0	58585.4	0	0	0	0	0
85702.1	1506.5	0	0	0	0	0	0	0	25610.2	0	0	0	0	0
42851.1	0	0	0	0	0	0	0	0	25610.2	0	0	1506.5	1506.5	0
171404.2	1506.5	0	0	0	0	0	0	0	9038.9	0	0	0	0	0
42851.1	4519.5	0	0	0	0	0	3013	0	3013	0	0	1506.5	0	0
85702.1	1506.5	0	0	0	0	0	0	0	9038.9	0	0	1506.5	0	0
42851.1	0	0	0	0	0	0	3013	0	3013	0	0	0	3013	1506.5
5356.4	1506.5	0	0	0	0	0	1506.5	0	0	0	0	0	0	0
21425.5	0	0	0	0	0	0	1506.5	0	3013	0	0	0	0	1506.5
569.1	1506.5	0	0	0	0	0	4519.5	0	0	3013	0	0	0	0
42851.1	0	9038.9	0	0	0	0	0	0	112986.2	0	0	0	482074.4	112986.2
42851.1	0	4519.5	0	0	0	0	0	0	25610.2	0	0	0	52726.9	25610.2
10712.8	0	25610.2	0	0	0	0	0	0	25610.2	0	0	0	52726.9	112986.2
569.1	10846.7	3615.6	200.9	0	0	0	10846.7	0	3615.6	1807.8	0	0	10846.7	10846.7
10712.8	10846.7	5423.3	0	0	0	0	1807.8	0	5423.3	0	0	0	30732.2	10846.7
5356.4	5423.3	0	200.9	0	0	0	0	0	0	3615.6	0	0	0	0
1171.7	3615.6	0	0	0	0	0	1807.8	0	0	0	0	0	0	3615.6
10712.8	10846.7	0	0	0	0	0	0	0	0	0	0	0	3615.6	5423.3
5356.4	10846.7	0	0	0	0	0	0	0	0	0	0	0	10846.7	1807.8
569.1	10846.7	0	0	0	0	0	3615.6	0	0	0	0	0	10846.7	10846.7
569.1	10846.7	0	0	0	0	0	1807.8	0	10846.7	0	5423.3	0	0	0
569.1	10846.7	0	0	0	0	0	0	0	10846.7	0	3615.6	0	3615.6	0
569.1	10846.7	0	0	0	0	0	1807.8	0	30732.2	0	0	0	10846.7	10846.7
200.9	1807.8	0	0	0	0	0	0	0	0	0	0	0	3615.6	10846.7
200.9	1807.8	0	0	0	0	0	0	0	0	0	0	0	5423.3	10846.7
0	25610.2	0	0	0	0	0	0	0	0	0	1506.5	0	9038.9	9038.9
33.5	25610.2	0	0	0	0	0	0	0	0	0	1506.5	9038.9	9038.9	4519.5
200.9	25610.2	0	33.5	0	0	0	0	0	0	0	0	0	3013	4519.5
200.9	3013	0	200.9	0	0	0	0	0	0	0	0	9038.9	0	0
5356.4	25610.2	0	0	0	33.5	0	0	0	4519.5	0	0	9038.9	0	9038.9
2510.8	25610.2	0	200.9	0	33.5	0	0	0	1506.5	0	0	25610.2	0	9038.9
5356.4	52726.9	0	569.1	0	67	0	0	0	25610.2	0	0	25610.2	0	25610.2
100.4	0	0	200.9	0	33.5	0	0	0	0	0	0	1506.5	0	0
67	3013	0	33.5	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	33.5	0	0	0	1506.5	0	0	0	3013	0
0	28455.8	0	0	0	0	0	0	0	0	0	0	1673.9	10043.2	3347.7
33.5	10043.2	0	0	0	0	0	0	0	0	0	0	1673.9	0	3347.7
100.4	3347.7	0	0	0	0	0	0	0	0	0	0	5021.6	0	5021.6
569.1	1673.9	0	0	0	0	0	5021.6	0	0	0	0	3347.7	0	1673.9
569.1	10043.2	0	200.9	0	200.9	0	0	0	3347.7	1673.9	0	1673.9	0	0
200.9	10043.2	0	67	0	0	0	0	0	1673.9	0	1673.9	0	1673.9	0
200.9	0	0	100.4	0	0	0	0	0	0	0	0	0	0	0
1171.7	3347.7	0	67	0	200.9	0	0	0	1673.9	0	0	5021.6	0	0
100.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	1673.9	0	0	0	0	0
100.4	1673.9	0	0	0	0	0	0	0	0	0	1673.9	0	1673.9	1673.9
200.9	0	0	33.5	0	0	0	1673.9	0	0	0	0	0	0	1673.9
67	9038.9	0	33.5	0	0	0	3013	0	0	0	0	0	0	4519.5
200.9	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	33.5	0	33.5	0	0	0	0	0	0	0	0	0
200.9	0	0	100.4	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	1506.5	0
569.1	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	33.5	0	33.5	0	0	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	1506.5	0	0	0	0	0	0	0
67	13558.4	0	33.5	0	0	0	0	0	0	0	0	0	0	9038.9
200.9	3013	0	100.4	0	33.5	0	0	0	0	0	0	0	0	1506.5
569.1	1506.5	0	200.9	0	33.5	0	0	0	0	0	0	0	0	0
2510.8	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	569.1	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	100.4	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	67	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
569.1	33.5	0	0	0	0	0	1506.5	0	0	0	0	0	0	0
100.4	0	0	0	0	0	0	1506.5	0	0	0	0	0	0	0
0	33.5	0	0	0	0	0	0	0	0	0	0	0	0	1506.5
569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1506.5
67	8492.5	0	100.4	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	200.9	0	0	0	0	0	0	0	0	0	1506.5	0
2510.8	0	0	100.4	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	1506.5	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	3013	0	0	0	1506.5
1171.7	0	0	0	0	0	0	0	0	0	0	0	0	1506.5	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	0	0	0	0	0	0	0	0	1506.5	0	0	0	4519.5	0
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1506.5	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	1506.5	0	0	0	0	1506.5
1171.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	200.9	0	0	0	0	0	1506.5	0	0	0	0	0
1171.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	3013	0	0	0	0	1506.5	0	0	0	0	0	1506.5	1506.5
1171.7	0	0	0	0	0	0	1506.5	0	1506.5	0	0	0	1506.5	0
200.9	0	0	0	0	0	0	0	0	1506.5	0	0	0	0	4519.5
200.9	0	0	0	0	0	0	3013	0	0	0	0	0	1506.5	3013
569.1	0	0	0	0	0	0	0	0	112986.2	0	0	0	1506.5	4519.5
10712.8	0	0	0	0	0	0	4519.5	0	52726.9	0	0	0	0	3013
1171.7	0	0	0	0	0	0	0	0	25610.2	0	0	0	1506.5	0
2510.8	0	0	33.5	0	0	0	0	0	9038.9	0	0	0	0	0
1171.7	0	0	100.4	0	0	0	1506.5	0	9038.9	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	9038.9	0	0	0	0	3013
569.1	0	0	0	0	0	0	0	0	4519.5	0	0	0	0	1506.5
569.1	0	0	0	0	0	0	0	0	9038.9	0	0	0	1506.5	4519.5
569.1	0	0	0	0	0	0	1506.5	0	9038.9	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	9038.9	0	0	0	0	0
1171.7	0	0	0	0	0	0	0	0	25610.2	0	0	0	0	1506.5
0	0	0	0	0	0	0	9038.9	0	241037.2	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	241037.2	0	0	0	0	3013
200.9	0	0	0	0	0	0	0	0	52726.9	0	0	0	0	3013
1171.7	0	0	0	0	0	0	0	0	25610.2	0	0	0	1506.5	0
2510.8	0	0	0	0	0	0	0	0	25610.2	0	0	0	0	0
2510.8	0	0	0	0	0	0	1506.5	0	112986.2	0	0	0	1506.5	0
5356.4	0	0	0	0	0	0	0	0	112986.2	0	0	0	0	1506.5
2510.8	0	0	0	0	0	0	0	0	112986.2	0	0	0	0	3013
5356.4	0	0	0	0	0	0	0	0	112986.2	0	0	0	3013	1506.5
5356.4	0	0	0	0	0	0	4519.5	0	112986.2	0	0	0	4519.5	25610.2
1171.7	0	3013	0	0	0	0	0	0	25610.2	0	0	0	9038.9	9038.9
0	0	4519.5	33.5	4520	0	0	9038.9	0	3013	3013	0	0	1506.5	1506.5
5356.4	0	4519.5	0	0	0	0	9038.9	0	25610.2	0	0	0	0	9038.9
10712.8	0	0	0	0	0	0	0	0	1506.5	0	0	0	0	0
5356.4	0	0	0	0	0	0	0	0	1506.5	0	0	0	0	0
21425.5	0	0	0	0	0	0	0	0	1506.5	0	0	0	1506.5	3013
21425.5	0	0	0	0	0	0	0	0	1506.5	0	0	0	0	0
21425.5	0	0	0	0	0	0	0	0	1506.5	0	0	0	0	1506.5
21425.5	0	0	0	0	0	0	0	0	1506.5	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	3013	0
2510.8	0	1506.5	0	0	0	0	9038.9	0	3013	0	0	0	9038.9	9038.9
2510.8	0	1506.5	0	0	0	0	3013	0	4519.5	0	0	0	4519.5	9038.9
5356.4	0	1506.5	0	0	0	0	1506.5	0	4519.5	0	0	0	0	9038.9
2510.8	5490.3	8235.4	100.4	0	0	0	1372.6	0	2745.2	0	0	0	8235.4	4117.7
5356.4	2745.2	0	100.4	0	33.5	0	8235.4	0	2745.2	0	0	0	0	8235.4
21425.5	0	0	0	0	67	0	0	0	8235.4	0	0	0	0	8235.4
21425.5	4117.8	0	0	0	67	0	2745.2	0	48040.1	0	0	0	0	2745.2
21425.5	0	0	0	0	33.5	0	0	0	102943	8235.4	0	0	8235.4	0
21425.5	0	0	0	0	0	0	0	0	102943	0	0	0	8235.4	0
21425.5	0	0	0	0	0	0	0	0	102943	0	0	0	2745.2	1372.6
10712.8	0	0	0	0	0	0	0	0	23333.7	0	0	0	2745.2	0
569.1	0	0	0	0	0	0	0	0	4117.7	0	0	0	0	0
21425.5	0	0	0	0	0	0	0	0	23333.7	0	0	0	4117.7	0
1171.7	0	8235.4	0	0	0	0	0	0	8235.4	0	0	0	0	100.4
2510.8	4117.7	0	0	0	0	0	2745.2	0	0	4117.7	0	0	2745.2	8235.4
5356.4	8235.4	0	0	0	0	0	0	0	0	0	0	0	0	0
42851.1	1372.6	0	0	0	67	0	0	0	2745.2	0	0	0	0	0
5356.4	12353.1	0	0	0	0	0	0	0	2745.2	0	0	0	0	0
21425.5	6862.9	0	0	0	0	0	0	0	8235.4	0	0	1372.6	0	0
5356.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10712.8	1372.6	0	0	0	0	0	0	0	4117.7	0	0	0	1372.6	1372.6
10712.8	0	0	0	0	0	0	2745.2	0	4117.7	0	0	0	1372.6	0
2510.8	0	0	0	0	0	0	8235.4	0	8235.4	0	0	0	0	0
1171.7	0	0	0	0	0	0	1372.6	0	8235.4	0	0	0	1372.6	2745.2
1171.7	48040.1	0	0	0	0	0	4117.7	0	0	2745.2	0	8235.4	0	8235.4
569.1	9608	0	0	0	0	0	4117.7	0	1372.6	1372.6	0	8235.4	0	0
1171.7	8235.4	0	0	0	0	0	0	0	0	0	0	8235.4	0	0
1171.7	26078.9	0	0	0	33.5	0	0	0	1372.6	0	0	8235.4	0	0
42851.1	6862.9	0	0	0	0	0	0	0	8235.4	0	0	1372.6	0	0
5356.4	6862.9	0	0	0	0	0	1372.6	0	4117.7	0	0	0	0	0
5356.4	16470.8	0	0	0	0	0	0	0	1372.6	0	0	0	0	0
5356.4	1372.6	0	0	0	0	0	0	0	4117.7	0	0	1372.6	0	0
21425.5	0	0	0	0	0	0	1372.6	0	23333.7	0	0	0	0	0
2510.8	0	0	0	0	0	0	1372.6	0	1372.6	0	0	0	4117.7	0
5356.4	8235.4	8235.4	0	0	0	0	0	0	0	0	0	0	48040.1	23333.7
1171.7	87041.2	10043.2	0	0	0	0	0	0	10043.2	3347.7	1673.9	0	0	0
1171.7	5021.6	1673.9	100.4	0	0	0	0	0	3347.7	0	0	0	0	0
2510.8	0	0	569.1	0	33.5	0	0	0	0	0	0	1673.9	0	0
1171.7	0	0	200.9	0	0	0	0	0	0	0	0	1673.9	1673.9	0
2510.8	0	0	200.9	0	0	0	1673.9	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10712.8	0	0	0	0	0	0	0	0	0	0	0	1673.9	0	0
2510.8	1673.9	0	0	0	0	0	0	0	3347.7	0	0	0	1673.9	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	1673.9	1673.9	0
2510.8	3347.7	0	0	0	0	0	0	0	0	1673.9	0	0	0	0
0	9038.9	0	0	0	0	0	0	0	0	1506.5	0	4519.5	1506.5	1506.5
2510.8	4519.5	0	33.5	0	33.5	0	0	0	0	0	0	0	0	0
2510.8	1506.5	0	569.1	0	67	0	0	0	0	0	0	0	0	0
2510.8	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	1506.5	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200.9	1506.5	0	0	0	0	0	0	0	0	0	0	0	1506.5	0
1171.7	4519.5	1506.5	0	0	0	0	1506.5	0	1506.5	0	0	1506.5	3013	1506.5
33.5	18077.8	1506.5	0	1506.5	0	0	3013	0	0	0	0	0	9038.9	3013
200.9	3013	0	100.4	0	33.5	0	0	0	0	0	0	0	1506.5	0
569.1	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	100.4	0	33.5	0	0	0	0	0	0	0	0	0
2510.8	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	1506.5	0	0	0	0	0	0	0	0	0	0	0	1506.5	0
569.1	1506.5	0	33.5	0	0	0	1506.5	0	1506.5	0	0	0	0	1506.5
1171.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1372.6	33.5	0	0	0	0	0	0	0	0	0	2745.2	0
200.9	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
100.4	0	0	100.4	0	0	0	1372.6	0	0	0	0	0	0	0
1171.7	0	0	33.5	0	33.5	0	0	0	0	0	0	0	1372.6	0
1171.7	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	67	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5356.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171.7	2745.2	0	0	0	0	0	4117.7	0	0	0	0	0	4117.7	8235.4
200.9	6986	0	67	0	0	0	0	0	0	0	0	0	4519.5	4519.5
569.1	0	0	200.9	0	0	0	0	0	0	0	0	0	1506.5	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
